TID	SDate	TName	SStationID	AStationID	STime	ATime
25273	2020/2/5	G4580               	1668	2020	2020/2/5 18:05	2020/2/5 22:39
25274	2020/2/6	G4580               	1668	2020	2020/2/6 18:05	2020/2/6 22:39
25275	2020/2/7	G4580               	1668	2020	2020/2/7 18:05	2020/2/7 22:39
25276	2020/2/8	G4580               	1668	2020	2020/2/8 18:05	2020/2/8 22:39
25277	2020/2/9	G4580               	1668	2020	2020/2/9 18:05	2020/2/9 22:39
25278	2020/2/10	G4580               	1668	2020	2020/2/10 18:05	2020/2/10 22:39
25279	2020/2/11	G4580               	1668	2020	2020/2/11 18:05	2020/2/11 22:39
25280	2020/2/12	G4580               	1668	2020	2020/2/12 18:05	2020/2/12 22:39
25281	2020/2/13	G4580               	1668	2020	2020/2/13 18:05	2020/2/13 22:39
25282	2020/2/14	G4580               	1668	2020	2020/2/14 18:05	2020/2/14 22:39
25283	2020/2/15	G4580               	1668	2020	2020/2/15 18:05	2020/2/15 22:39
25284	2020/2/16	G4580               	1668	2020	2020/2/16 18:05	2020/2/16 22:39
25285	2020/2/17	G4580               	1668	2020	2020/2/17 18:05	2020/2/17 22:39
25286	2020/2/18	G4580               	1668	2020	2020/2/18 18:05	2020/2/18 22:39
25287	2020/2/19	G4580               	1668	2020	2020/2/19 18:05	2020/2/19 22:39
25288	2020/2/20	G4580               	1668	2020	2020/2/20 18:05	2020/2/20 22:39
25289	2020/2/21	G4580               	1668	2020	2020/2/21 18:05	2020/2/21 22:39
25290	2020/2/22	G4580               	1668	2020	2020/2/22 18:05	2020/2/22 22:39
25291	2020/2/23	G4580               	1668	2020	2020/2/23 18:05	2020/2/23 22:39
25292	2020/2/24	G4580               	1668	2020	2020/2/24 18:05	2020/2/24 22:39
25293	2020/2/25	G4580               	1668	2020	2020/2/25 18:05	2020/2/25 22:39
25294	2020/2/26	G4580               	1668	2020	2020/2/26 18:05	2020/2/26 22:39
25295	2020/2/27	G4580               	1668	2020	2020/2/27 18:05	2020/2/27 22:39
25296	2020/2/28	G4580               	1668	2020	2020/2/28 18:05	2020/2/28 22:39
25297	2020/2/29	G4580               	1668	2020	2020/2/29 18:05	2020/2/29 22:39
25298	2020/3/1	G4580               	1668	2020	2020/3/1 18:05	2020/3/1 22:39
25299	2019/12/2	G4590               	3365	1597	2019/12/2 6:00	2019/12/2 10:52
25300	2019/12/3	G4590               	3365	1597	2019/12/3 6:00	2019/12/3 10:52
25301	2019/12/4	G4590               	3365	1597	2019/12/4 6:00	2019/12/4 10:52
25302	2019/12/5	G4590               	3365	1597	2019/12/5 6:00	2019/12/5 10:52
25303	2019/12/6	G4590               	3365	1597	2019/12/6 6:00	2019/12/6 10:52
25304	2019/12/7	G4590               	3365	1597	2019/12/7 6:00	2019/12/7 10:52
25305	2019/12/8	G4590               	3365	1597	2019/12/8 6:00	2019/12/8 10:52
25306	2019/12/9	G4590               	3365	1597	2019/12/9 6:00	2019/12/9 10:52
25307	2019/12/10	G4590               	3365	1597	2019/12/10 6:00	2019/12/10 10:52
25308	2019/12/11	G4590               	3365	1597	2019/12/11 6:00	2019/12/11 10:52
25309	2019/12/12	G4590               	3365	1597	2019/12/12 6:00	2019/12/12 10:52
25310	2019/12/13	G4590               	3365	1597	2019/12/13 6:00	2019/12/13 10:52
25311	2019/12/14	G4590               	3365	1597	2019/12/14 6:00	2019/12/14 10:52
25312	2019/12/15	G4590               	3365	1597	2019/12/15 6:00	2019/12/15 10:52
25313	2019/12/16	G4590               	3365	1597	2019/12/16 6:00	2019/12/16 10:52
25314	2019/12/17	G4590               	3365	1597	2019/12/17 6:00	2019/12/17 10:52
25315	2019/12/18	G4590               	3365	1597	2019/12/18 6:00	2019/12/18 10:52
25316	2019/12/19	G4590               	3365	1597	2019/12/19 6:00	2019/12/19 10:52
25317	2019/12/20	G4590               	3365	1597	2019/12/20 6:00	2019/12/20 10:52
25318	2019/12/21	G4590               	3365	1597	2019/12/21 6:00	2019/12/21 10:52
25319	2019/12/22	G4590               	3365	1597	2019/12/22 6:00	2019/12/22 10:52
25320	2019/12/23	G4590               	3365	1597	2019/12/23 6:00	2019/12/23 10:52
25321	2019/12/24	G4590               	3365	1597	2019/12/24 6:00	2019/12/24 10:52
25322	2019/12/25	G4590               	3365	1597	2019/12/25 6:00	2019/12/25 10:52
25323	2019/12/26	G4590               	3365	1597	2019/12/26 6:00	2019/12/26 10:52
25324	2019/12/27	G4590               	3365	1597	2019/12/27 6:00	2019/12/27 10:52
25325	2019/12/28	G4590               	3365	1597	2019/12/28 6:00	2019/12/28 10:52
25326	2019/12/29	G4590               	3365	1597	2019/12/29 6:00	2019/12/29 10:52
25327	2019/12/30	G4590               	3365	1597	2019/12/30 6:00	2019/12/30 10:52
25328	2019/12/31	G4590               	3365	1597	2019/12/31 6:00	2019/12/31 10:52
25329	2020/1/1	G4590               	3365	1597	2020/1/1 6:00	2020/1/1 10:52
25330	2020/1/2	G4590               	3365	1597	2020/1/2 6:00	2020/1/2 10:52
25331	2020/1/3	G4590               	3365	1597	2020/1/3 6:00	2020/1/3 10:52
25332	2020/1/4	G4590               	3365	1597	2020/1/4 6:00	2020/1/4 10:52
25333	2020/1/5	G4590               	3365	1597	2020/1/5 6:00	2020/1/5 10:52
25334	2020/1/6	G4590               	3365	1597	2020/1/6 6:00	2020/1/6 10:52
25335	2020/1/7	G4590               	3365	1597	2020/1/7 6:00	2020/1/7 10:52
25336	2020/1/8	G4590               	3365	1597	2020/1/8 6:00	2020/1/8 10:52
25337	2020/1/9	G4590               	3365	1597	2020/1/9 6:00	2020/1/9 10:52
25338	2020/1/10	G4590               	3365	1597	2020/1/10 6:00	2020/1/10 10:52
25339	2020/1/11	G4590               	3365	1597	2020/1/11 6:00	2020/1/11 10:52
25340	2020/1/12	G4590               	3365	1597	2020/1/12 6:00	2020/1/12 10:52
25341	2020/1/13	G4590               	3365	1597	2020/1/13 6:00	2020/1/13 10:52
25342	2020/1/14	G4590               	3365	1597	2020/1/14 6:00	2020/1/14 10:52
25343	2020/1/15	G4590               	3365	1597	2020/1/15 6:00	2020/1/15 10:52
25344	2020/1/16	G4590               	3365	1597	2020/1/16 6:00	2020/1/16 10:52
25345	2020/1/17	G4590               	3365	1597	2020/1/17 6:00	2020/1/17 10:52
25346	2020/1/18	G4590               	3365	1597	2020/1/18 6:00	2020/1/18 10:52
25347	2020/1/19	G4590               	3365	1597	2020/1/19 6:00	2020/1/19 10:52
25348	2020/1/20	G4590               	3365	1597	2020/1/20 6:00	2020/1/20 10:52
25349	2020/1/21	G4590               	3365	1597	2020/1/21 6:00	2020/1/21 10:52
25350	2020/1/22	G4590               	3365	1597	2020/1/22 6:00	2020/1/22 10:52
25351	2020/1/23	G4590               	3365	1597	2020/1/23 6:00	2020/1/23 10:52
25352	2020/1/24	G4590               	3365	1597	2020/1/24 6:00	2020/1/24 10:52
25353	2020/1/25	G4590               	3365	1597	2020/1/25 6:00	2020/1/25 10:52
25354	2020/1/26	G4590               	3365	1597	2020/1/26 6:00	2020/1/26 10:52
25355	2020/1/27	G4590               	3365	1597	2020/1/27 6:00	2020/1/27 10:52
25356	2020/1/28	G4590               	3365	1597	2020/1/28 6:00	2020/1/28 10:52
25357	2020/1/29	G4590               	3365	1597	2020/1/29 6:00	2020/1/29 10:52
25358	2020/1/30	G4590               	3365	1597	2020/1/30 6:00	2020/1/30 10:52
25359	2020/1/31	G4590               	3365	1597	2020/1/31 6:00	2020/1/31 10:52
25360	2020/2/1	G4590               	3365	1597	2020/2/1 6:00	2020/2/1 10:52
25361	2020/2/2	G4590               	3365	1597	2020/2/2 6:00	2020/2/2 10:52
25362	2020/2/3	G4590               	3365	1597	2020/2/3 6:00	2020/2/3 10:52
25363	2020/2/4	G4590               	3365	1597	2020/2/4 6:00	2020/2/4 10:52
25364	2020/2/5	G4590               	3365	1597	2020/2/5 6:00	2020/2/5 10:52
25365	2020/2/6	G4590               	3365	1597	2020/2/6 6:00	2020/2/6 10:52
25366	2020/2/7	G4590               	3365	1597	2020/2/7 6:00	2020/2/7 10:52
25367	2020/2/8	G4590               	3365	1597	2020/2/8 6:00	2020/2/8 10:52
25368	2020/2/9	G4590               	3365	1597	2020/2/9 6:00	2020/2/9 10:52
25369	2020/2/10	G4590               	3365	1597	2020/2/10 6:00	2020/2/10 10:52
25370	2020/2/11	G4590               	3365	1597	2020/2/11 6:00	2020/2/11 10:52
25371	2020/2/12	G4590               	3365	1597	2020/2/12 6:00	2020/2/12 10:52
25372	2020/2/13	G4590               	3365	1597	2020/2/13 6:00	2020/2/13 10:52
25373	2020/2/14	G4590               	3365	1597	2020/2/14 6:00	2020/2/14 10:52
25374	2020/2/15	G4590               	3365	1597	2020/2/15 6:00	2020/2/15 10:52
25375	2020/2/16	G4590               	3365	1597	2020/2/16 6:00	2020/2/16 10:52
25376	2020/2/17	G4590               	3365	1597	2020/2/17 6:00	2020/2/17 10:52
25377	2020/2/18	G4590               	3365	1597	2020/2/18 6:00	2020/2/18 10:52
25378	2020/2/19	G4590               	3365	1597	2020/2/19 6:00	2020/2/19 10:52
25379	2020/2/20	G4590               	3365	1597	2020/2/20 6:00	2020/2/20 10:52
25380	2020/2/21	G4590               	3365	1597	2020/2/21 6:00	2020/2/21 10:52
25381	2020/2/22	G4590               	3365	1597	2020/2/22 6:00	2020/2/22 10:52
25382	2020/2/23	G4590               	3365	1597	2020/2/23 6:00	2020/2/23 10:52
25383	2020/2/24	G4590               	3365	1597	2020/2/24 6:00	2020/2/24 10:52
25384	2020/2/25	G4590               	3365	1597	2020/2/25 6:00	2020/2/25 10:52
25385	2020/2/26	G4590               	3365	1597	2020/2/26 6:00	2020/2/26 10:52
25386	2020/2/27	G4590               	3365	1597	2020/2/27 6:00	2020/2/27 10:52
25387	2020/2/28	G4590               	3365	1597	2020/2/28 6:00	2020/2/28 10:52
25388	2020/2/29	G4590               	3365	1597	2020/2/29 6:00	2020/2/29 10:52
25389	2020/3/1	G4590               	3365	1597	2020/3/1 6:00	2020/3/1 10:52
25390	2019/12/2	G4592               	1597	3365	2019/12/2 18:55	2019/12/2 23:49
25391	2019/12/3	G4592               	1597	3365	2019/12/3 18:55	2019/12/3 23:49
25392	2019/12/4	G4592               	1597	3365	2019/12/4 18:55	2019/12/4 23:49
25393	2019/12/5	G4592               	1597	3365	2019/12/5 18:55	2019/12/5 23:49
25394	2019/12/6	G4592               	1597	3365	2019/12/6 18:55	2019/12/6 23:49
25395	2019/12/7	G4592               	1597	3365	2019/12/7 18:55	2019/12/7 23:49
25396	2019/12/8	G4592               	1597	3365	2019/12/8 18:55	2019/12/8 23:49
25397	2019/12/9	G4592               	1597	3365	2019/12/9 18:55	2019/12/9 23:49
25398	2019/12/10	G4592               	1597	3365	2019/12/10 18:55	2019/12/10 23:49
25399	2019/12/11	G4592               	1597	3365	2019/12/11 18:55	2019/12/11 23:49
25400	2019/12/12	G4592               	1597	3365	2019/12/12 18:55	2019/12/12 23:49
25401	2019/12/13	G4592               	1597	3365	2019/12/13 18:55	2019/12/13 23:49
25402	2019/12/14	G4592               	1597	3365	2019/12/14 18:55	2019/12/14 23:49
25403	2019/12/15	G4592               	1597	3365	2019/12/15 18:55	2019/12/15 23:49
25404	2019/12/16	G4592               	1597	3365	2019/12/16 18:55	2019/12/16 23:49
25405	2019/12/17	G4592               	1597	3365	2019/12/17 18:55	2019/12/17 23:49
25406	2019/12/18	G4592               	1597	3365	2019/12/18 18:55	2019/12/18 23:49
25407	2019/12/19	G4592               	1597	3365	2019/12/19 18:55	2019/12/19 23:49
25408	2019/12/20	G4592               	1597	3365	2019/12/20 18:55	2019/12/20 23:49
25409	2019/12/21	G4592               	1597	3365	2019/12/21 18:55	2019/12/21 23:49
25410	2019/12/22	G4592               	1597	3365	2019/12/22 18:55	2019/12/22 23:49
25411	2019/12/23	G4592               	1597	3365	2019/12/23 18:55	2019/12/23 23:49
25412	2019/12/24	G4592               	1597	3365	2019/12/24 18:55	2019/12/24 23:49
25413	2019/12/25	G4592               	1597	3365	2019/12/25 18:55	2019/12/25 23:49
25414	2019/12/26	G4592               	1597	3365	2019/12/26 18:55	2019/12/26 23:49
25415	2019/12/27	G4592               	1597	3365	2019/12/27 18:55	2019/12/27 23:49
25416	2019/12/28	G4592               	1597	3365	2019/12/28 18:55	2019/12/28 23:49
25417	2019/12/29	G4592               	1597	3365	2019/12/29 18:55	2019/12/29 23:49
25418	2019/12/30	G4592               	1597	3365	2019/12/30 18:55	2019/12/30 23:49
25419	2019/12/31	G4592               	1597	3365	2019/12/31 18:55	2019/12/31 23:49
25420	2020/1/1	G4592               	1597	3365	2020/1/1 18:55	2020/1/1 23:49
25421	2020/1/2	G4592               	1597	3365	2020/1/2 18:55	2020/1/2 23:49
25422	2020/1/3	G4592               	1597	3365	2020/1/3 18:55	2020/1/3 23:49
25423	2020/1/4	G4592               	1597	3365	2020/1/4 18:55	2020/1/4 23:49
25424	2020/1/5	G4592               	1597	3365	2020/1/5 18:55	2020/1/5 23:49
25425	2020/1/6	G4592               	1597	3365	2020/1/6 18:55	2020/1/6 23:49
25426	2020/1/7	G4592               	1597	3365	2020/1/7 18:55	2020/1/7 23:49
25427	2020/1/8	G4592               	1597	3365	2020/1/8 18:55	2020/1/8 23:49
25428	2020/1/9	G4592               	1597	3365	2020/1/9 18:55	2020/1/9 23:49
25429	2020/1/10	G4592               	1597	3365	2020/1/10 18:55	2020/1/10 23:49
25430	2020/1/11	G4592               	1597	3365	2020/1/11 18:55	2020/1/11 23:49
25431	2020/1/12	G4592               	1597	3365	2020/1/12 18:55	2020/1/12 23:49
25432	2020/1/13	G4592               	1597	3365	2020/1/13 18:55	2020/1/13 23:49
25433	2020/1/14	G4592               	1597	3365	2020/1/14 18:55	2020/1/14 23:49
25434	2020/1/15	G4592               	1597	3365	2020/1/15 18:55	2020/1/15 23:49
25435	2020/1/16	G4592               	1597	3365	2020/1/16 18:55	2020/1/16 23:49
25436	2020/1/17	G4592               	1597	3365	2020/1/17 18:55	2020/1/17 23:49
25437	2020/1/18	G4592               	1597	3365	2020/1/18 18:55	2020/1/18 23:49
25438	2020/1/19	G4592               	1597	3365	2020/1/19 18:55	2020/1/19 23:49
25439	2020/1/20	G4592               	1597	3365	2020/1/20 18:55	2020/1/20 23:49
25440	2020/1/21	G4592               	1597	3365	2020/1/21 18:55	2020/1/21 23:49
25441	2020/1/22	G4592               	1597	3365	2020/1/22 18:55	2020/1/22 23:49
25442	2020/1/23	G4592               	1597	3365	2020/1/23 18:55	2020/1/23 23:49
25443	2020/1/24	G4592               	1597	3365	2020/1/24 18:55	2020/1/24 23:49
25444	2020/1/25	G4592               	1597	3365	2020/1/25 18:55	2020/1/25 23:49
25445	2020/1/26	G4592               	1597	3365	2020/1/26 18:55	2020/1/26 23:49
25446	2020/1/27	G4592               	1597	3365	2020/1/27 18:55	2020/1/27 23:49
25447	2020/1/28	G4592               	1597	3365	2020/1/28 18:55	2020/1/28 23:49
25448	2020/1/29	G4592               	1597	3365	2020/1/29 18:55	2020/1/29 23:49
25449	2020/1/30	G4592               	1597	3365	2020/1/30 18:55	2020/1/30 23:49
25450	2020/1/31	G4592               	1597	3365	2020/1/31 18:55	2020/1/31 23:49
25451	2020/2/1	G4592               	1597	3365	2020/2/1 18:55	2020/2/1 23:49
25452	2020/2/2	G4592               	1597	3365	2020/2/2 18:55	2020/2/2 23:49
25453	2020/2/3	G4592               	1597	3365	2020/2/3 18:55	2020/2/3 23:49
25454	2020/2/4	G4592               	1597	3365	2020/2/4 18:55	2020/2/4 23:49
25455	2020/2/5	G4592               	1597	3365	2020/2/5 18:55	2020/2/5 23:49
25456	2020/2/6	G4592               	1597	3365	2020/2/6 18:55	2020/2/6 23:49
25457	2020/2/7	G4592               	1597	3365	2020/2/7 18:55	2020/2/7 23:49
25458	2020/2/8	G4592               	1597	3365	2020/2/8 18:55	2020/2/8 23:49
25459	2020/2/9	G4592               	1597	3365	2020/2/9 18:55	2020/2/9 23:49
25460	2020/2/10	G4592               	1597	3365	2020/2/10 18:55	2020/2/10 23:49
25461	2020/2/11	G4592               	1597	3365	2020/2/11 18:55	2020/2/11 23:49
25462	2020/2/12	G4592               	1597	3365	2020/2/12 18:55	2020/2/12 23:49
25463	2020/2/13	G4592               	1597	3365	2020/2/13 18:55	2020/2/13 23:49
25464	2020/2/14	G4592               	1597	3365	2020/2/14 18:55	2020/2/14 23:49
25465	2020/2/15	G4592               	1597	3365	2020/2/15 18:55	2020/2/15 23:49
25466	2020/2/16	G4592               	1597	3365	2020/2/16 18:55	2020/2/16 23:49
25467	2020/2/17	G4592               	1597	3365	2020/2/17 18:55	2020/2/17 23:49
25468	2020/2/18	G4592               	1597	3365	2020/2/18 18:55	2020/2/18 23:49
25469	2020/2/19	G4592               	1597	3365	2020/2/19 18:55	2020/2/19 23:49
25470	2020/2/20	G4592               	1597	3365	2020/2/20 18:55	2020/2/20 23:49
25471	2020/2/21	G4592               	1597	3365	2020/2/21 18:55	2020/2/21 23:49
25472	2020/2/22	G4592               	1597	3365	2020/2/22 18:55	2020/2/22 23:49
25473	2020/2/23	G4592               	1597	3365	2020/2/23 18:55	2020/2/23 23:49
25474	2020/2/24	G4592               	1597	3365	2020/2/24 18:55	2020/2/24 23:49
25475	2020/2/25	G4592               	1597	3365	2020/2/25 18:55	2020/2/25 23:49
25476	2020/2/26	G4592               	1597	3365	2020/2/26 18:55	2020/2/26 23:49
25477	2020/2/27	G4592               	1597	3365	2020/2/27 18:55	2020/2/27 23:49
25478	2020/2/28	G4592               	1597	3365	2020/2/28 18:55	2020/2/28 23:49
25479	2020/2/29	G4592               	1597	3365	2020/2/29 18:55	2020/2/29 23:49
25480	2020/3/1	G4592               	1597	3365	2020/3/1 18:55	2020/3/1 23:49
25481	2019/12/2	G4629               	1169	471	2019/12/2 3:12	2019/12/2 9:18
25482	2019/12/3	G4629               	1169	471	2019/12/3 3:12	2019/12/3 9:18
25483	2019/12/4	G4629               	1169	471	2019/12/4 3:12	2019/12/4 9:18
25484	2019/12/5	G4629               	1169	471	2019/12/5 3:12	2019/12/5 9:18
25485	2019/12/6	G4629               	1169	471	2019/12/6 3:12	2019/12/6 9:18
25486	2019/12/7	G4629               	1169	471	2019/12/7 3:12	2019/12/7 9:18
25487	2019/12/8	G4629               	1169	471	2019/12/8 3:12	2019/12/8 9:18
25488	2019/12/9	G4629               	1169	471	2019/12/9 3:12	2019/12/9 9:18
25489	2019/12/10	G4629               	1169	471	2019/12/10 3:12	2019/12/10 9:18
25490	2019/12/11	G4629               	1169	471	2019/12/11 3:12	2019/12/11 9:18
25491	2019/12/12	G4629               	1169	471	2019/12/12 3:12	2019/12/12 9:18
25492	2019/12/13	G4629               	1169	471	2019/12/13 3:12	2019/12/13 9:18
25493	2019/12/14	G4629               	1169	471	2019/12/14 3:12	2019/12/14 9:18
25494	2019/12/15	G4629               	1169	471	2019/12/15 3:12	2019/12/15 9:18
25495	2019/12/16	G4629               	1169	471	2019/12/16 3:12	2019/12/16 9:18
25496	2019/12/17	G4629               	1169	471	2019/12/17 3:12	2019/12/17 9:18
25497	2019/12/18	G4629               	1169	471	2019/12/18 3:12	2019/12/18 9:18
25498	2019/12/19	G4629               	1169	471	2019/12/19 3:12	2019/12/19 9:18
25499	2019/12/20	G4629               	1169	471	2019/12/20 3:12	2019/12/20 9:18
25500	2019/12/21	G4629               	1169	471	2019/12/21 3:12	2019/12/21 9:18
25501	2019/12/22	G4629               	1169	471	2019/12/22 3:12	2019/12/22 9:18
25502	2019/12/23	G4629               	1169	471	2019/12/23 3:12	2019/12/23 9:18
25503	2019/12/24	G4629               	1169	471	2019/12/24 3:12	2019/12/24 9:18
25504	2019/12/25	G4629               	1169	471	2019/12/25 3:12	2019/12/25 9:18
25505	2019/12/26	G4629               	1169	471	2019/12/26 3:12	2019/12/26 9:18
25506	2019/12/27	G4629               	1169	471	2019/12/27 3:12	2019/12/27 9:18
25507	2019/12/28	G4629               	1169	471	2019/12/28 3:12	2019/12/28 9:18
25508	2019/12/29	G4629               	1169	471	2019/12/29 3:12	2019/12/29 9:18
25509	2019/12/30	G4629               	1169	471	2019/12/30 3:12	2019/12/30 9:18
25510	2019/12/31	G4629               	1169	471	2019/12/31 3:12	2019/12/31 9:18
25511	2020/1/1	G4629               	1169	471	2020/1/1 3:12	2020/1/1 9:18
25512	2020/1/2	G4629               	1169	471	2020/1/2 3:12	2020/1/2 9:18
25513	2020/1/3	G4629               	1169	471	2020/1/3 3:12	2020/1/3 9:18
25514	2020/1/4	G4629               	1169	471	2020/1/4 3:12	2020/1/4 9:18
25515	2020/1/5	G4629               	1169	471	2020/1/5 3:12	2020/1/5 9:18
25516	2020/1/6	G4629               	1169	471	2020/1/6 3:12	2020/1/6 9:18
25517	2020/1/7	G4629               	1169	471	2020/1/7 3:12	2020/1/7 9:18
25518	2020/1/8	G4629               	1169	471	2020/1/8 3:12	2020/1/8 9:18
25519	2020/1/9	G4629               	1169	471	2020/1/9 3:12	2020/1/9 9:18
25520	2020/1/10	G4629               	1169	471	2020/1/10 3:12	2020/1/10 9:18
25521	2020/1/11	G4629               	1169	471	2020/1/11 3:12	2020/1/11 9:18
25522	2020/1/12	G4629               	1169	471	2020/1/12 3:12	2020/1/12 9:18
25523	2020/1/13	G4629               	1169	471	2020/1/13 3:12	2020/1/13 9:18
25524	2020/1/14	G4629               	1169	471	2020/1/14 3:12	2020/1/14 9:18
25525	2020/1/15	G4629               	1169	471	2020/1/15 3:12	2020/1/15 9:18
25526	2020/1/16	G4629               	1169	471	2020/1/16 3:12	2020/1/16 9:18
25527	2020/1/17	G4629               	1169	471	2020/1/17 3:12	2020/1/17 9:18
25528	2020/1/18	G4629               	1169	471	2020/1/18 3:12	2020/1/18 9:18
25529	2020/1/19	G4629               	1169	471	2020/1/19 3:12	2020/1/19 9:18
25530	2020/1/20	G4629               	1169	471	2020/1/20 3:12	2020/1/20 9:18
25531	2020/1/21	G4629               	1169	471	2020/1/21 3:12	2020/1/21 9:18
25532	2020/1/22	G4629               	1169	471	2020/1/22 3:12	2020/1/22 9:18
25533	2020/1/23	G4629               	1169	471	2020/1/23 3:12	2020/1/23 9:18
25534	2020/1/24	G4629               	1169	471	2020/1/24 3:12	2020/1/24 9:18
25535	2020/1/25	G4629               	1169	471	2020/1/25 3:12	2020/1/25 9:18
25536	2020/1/26	G4629               	1169	471	2020/1/26 3:12	2020/1/26 9:18
25537	2020/1/27	G4629               	1169	471	2020/1/27 3:12	2020/1/27 9:18
25538	2020/1/28	G4629               	1169	471	2020/1/28 3:12	2020/1/28 9:18
25539	2020/1/29	G4629               	1169	471	2020/1/29 3:12	2020/1/29 9:18
25540	2020/1/30	G4629               	1169	471	2020/1/30 3:12	2020/1/30 9:18
25541	2020/1/31	G4629               	1169	471	2020/1/31 3:12	2020/1/31 9:18
25542	2020/2/1	G4629               	1169	471	2020/2/1 3:12	2020/2/1 9:18
25543	2020/2/2	G4629               	1169	471	2020/2/2 3:12	2020/2/2 9:18
25544	2020/2/3	G4629               	1169	471	2020/2/3 3:12	2020/2/3 9:18
25545	2020/2/4	G4629               	1169	471	2020/2/4 3:12	2020/2/4 9:18
25546	2020/2/5	G4629               	1169	471	2020/2/5 3:12	2020/2/5 9:18
25547	2020/2/6	G4629               	1169	471	2020/2/6 3:12	2020/2/6 9:18
25548	2020/2/7	G4629               	1169	471	2020/2/7 3:12	2020/2/7 9:18
25549	2020/2/8	G4629               	1169	471	2020/2/8 3:12	2020/2/8 9:18
25550	2020/2/9	G4629               	1169	471	2020/2/9 3:12	2020/2/9 9:18
25551	2020/2/10	G4629               	1169	471	2020/2/10 3:12	2020/2/10 9:18
25552	2020/2/11	G4629               	1169	471	2020/2/11 3:12	2020/2/11 9:18
25553	2020/2/12	G4629               	1169	471	2020/2/12 3:12	2020/2/12 9:18
25554	2020/2/13	G4629               	1169	471	2020/2/13 3:12	2020/2/13 9:18
25555	2020/2/14	G4629               	1169	471	2020/2/14 3:12	2020/2/14 9:18
25556	2020/2/15	G4629               	1169	471	2020/2/15 3:12	2020/2/15 9:18
25557	2020/2/16	G4629               	1169	471	2020/2/16 3:12	2020/2/16 9:18
25558	2020/2/17	G4629               	1169	471	2020/2/17 3:12	2020/2/17 9:18
25559	2020/2/18	G4629               	1169	471	2020/2/18 3:12	2020/2/18 9:18
25560	2020/2/19	G4629               	1169	471	2020/2/19 3:12	2020/2/19 9:18
25561	2020/2/20	G4629               	1169	471	2020/2/20 3:12	2020/2/20 9:18
25562	2020/2/21	G4629               	1169	471	2020/2/21 3:12	2020/2/21 9:18
25563	2020/2/22	G4629               	1169	471	2020/2/22 3:12	2020/2/22 9:18
25564	2020/2/23	G4629               	1169	471	2020/2/23 3:12	2020/2/23 9:18
25565	2020/2/24	G4629               	1169	471	2020/2/24 3:12	2020/2/24 9:18
25566	2020/2/25	G4629               	1169	471	2020/2/25 3:12	2020/2/25 9:18
25567	2020/2/26	G4629               	1169	471	2020/2/26 3:12	2020/2/26 9:18
25568	2020/2/27	G4629               	1169	471	2020/2/27 3:12	2020/2/27 9:18
25569	2020/2/28	G4629               	1169	471	2020/2/28 3:12	2020/2/28 9:18
25570	2020/2/29	G4629               	1169	471	2020/2/29 3:12	2020/2/29 9:18
25571	2020/3/1	G4629               	1169	471	2020/3/1 3:12	2020/3/1 9:18
25572	2019/12/2	G4630               	471	1169	2019/12/2 19:40	2019/12/3 2:52
25573	2019/12/3	G4630               	471	1169	2019/12/3 19:40	2019/12/4 2:52
25574	2019/12/4	G4630               	471	1169	2019/12/4 19:40	2019/12/5 2:52
25575	2019/12/5	G4630               	471	1169	2019/12/5 19:40	2019/12/6 2:52
25576	2019/12/6	G4630               	471	1169	2019/12/6 19:40	2019/12/7 2:52
25577	2019/12/7	G4630               	471	1169	2019/12/7 19:40	2019/12/8 2:52
25578	2019/12/8	G4630               	471	1169	2019/12/8 19:40	2019/12/9 2:52
25579	2019/12/9	G4630               	471	1169	2019/12/9 19:40	2019/12/10 2:52
25580	2019/12/10	G4630               	471	1169	2019/12/10 19:40	2019/12/11 2:52
25581	2019/12/11	G4630               	471	1169	2019/12/11 19:40	2019/12/12 2:52
25582	2019/12/12	G4630               	471	1169	2019/12/12 19:40	2019/12/13 2:52
25583	2019/12/13	G4630               	471	1169	2019/12/13 19:40	2019/12/14 2:52
25584	2019/12/14	G4630               	471	1169	2019/12/14 19:40	2019/12/15 2:52
25585	2019/12/15	G4630               	471	1169	2019/12/15 19:40	2019/12/16 2:52
25586	2019/12/16	G4630               	471	1169	2019/12/16 19:40	2019/12/17 2:52
25587	2019/12/17	G4630               	471	1169	2019/12/17 19:40	2019/12/18 2:52
25588	2019/12/18	G4630               	471	1169	2019/12/18 19:40	2019/12/19 2:52
25589	2019/12/19	G4630               	471	1169	2019/12/19 19:40	2019/12/20 2:52
25590	2019/12/20	G4630               	471	1169	2019/12/20 19:40	2019/12/21 2:52
25591	2019/12/21	G4630               	471	1169	2019/12/21 19:40	2019/12/22 2:52
25592	2019/12/22	G4630               	471	1169	2019/12/22 19:40	2019/12/23 2:52
25593	2019/12/23	G4630               	471	1169	2019/12/23 19:40	2019/12/24 2:52
25594	2019/12/24	G4630               	471	1169	2019/12/24 19:40	2019/12/25 2:52
25595	2019/12/25	G4630               	471	1169	2019/12/25 19:40	2019/12/26 2:52
25596	2019/12/26	G4630               	471	1169	2019/12/26 19:40	2019/12/27 2:52
25597	2019/12/27	G4630               	471	1169	2019/12/27 19:40	2019/12/28 2:52
25598	2019/12/28	G4630               	471	1169	2019/12/28 19:40	2019/12/29 2:52
25599	2019/12/29	G4630               	471	1169	2019/12/29 19:40	2019/12/30 2:52
